lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
1409|3|19|160|1|19941221|2-HIGH|0|17|1802272|16736401|7|1676112|63609|0|19950219|REG AIR
3876|4|19|200|1|19970323|1-URGENT|0|18|1980360|11525667|5|1881342|66012|7|19970509|AIR
2530|3|19|108|1|19951011|2-HIGH|0|8|806480|11820705|10|725832|60486|8|19951128|MAIL
4419|7|2|183|1|19970404|3-MEDIUM|0|16|1733088|19357472|4|1663764|64990|0|19970526|REG AIR
2180|2|5|193|2|19940405|2-HIGH|0|39|4263441|16551350|1|4220806|65591|0|19940520|RAIL
486|3|13|136|1|19950520|5-LOW|0|26|2693938|22184734|4|2586180|62167|3|19950803|RAIL
1541|6|11|35|2|19970220|1-URGENT|0|20|1870060|15883715|8|1720455|56101|1|19970514|RAIL
1959|2|2|120|2|19940902|4-NOT SPECI|0|15|1530180|13617557|8|1407765|61207|7|19941008|MAIL
3104|1|29|51|2|19970112|3-MEDIUM|0|20|1902100|10640581|1|1883079|57063|8|19970322|REG AIR
5154|2|25|144|1|19961104|5-LOW|0|15|1566210|2807086|7|1456575|62648|8|19970201|AIR
1443|1|23|34|1|19950110|3-MEDIUM|0|47|4389941|19464008|4|4214343|56041|6|19950227|RAIL
5862|1|10|113|1|19960928|3-MEDIUM|0|4|405244|3055090|9|368772|60786|6|19961202|TRUCK
258|4|22|133|1|19961210|3-MEDIUM|0|31|3202703|15099263|2|3138648|61987|5|19970301|REG AIR
738|3|10|170|1|19950716|3-MEDIUM|0|23|2461391|6958175|4|2362935|64210|8|19950816|SHIP
69|5|1|93|2|19980124|4-NOT SPECI|0|42|4170978|16217623|7|3879009|59585|4|19980317|REG AIR
5920|2|29|58|1|19961114|5-LOW|0|24|2299320|17704310|1|2276326|57483|5|19970115|FOB
2592|2|16|66|2|19921217|1-URGENT|0|2|193212|8021419|10|173890|57963|0|19930117|RAIL
4292|2|10|40|2|19920815|3-MEDIUM|0|1|94004|18594574|3|91183|56402|1|19921021|FOB
4065|3|4|97|2|19921007|2-HIGH|0|33|3290397|15634564|0|3290397|59825|3|19921214|AIR
1347|2|13|143|2|19971026|1-URGENT|0|34|3546676|7973234|7|3298408|62588|4|19980114|FOB
3847|3|11|158|2|19980330|4-NOT SPECI|0|31|3280265|7750864|3|3181857|63489|2|19980504|SHIP
67|1|17|22|2|19940604|4-NOT SPECI|0|4|368808|11622705|9|335615|55321|4|19940717|SHIP
2561|5|13|150|2|19931119|4-NOT SPECI|0|2|210030|13747358|4|201628|63009|8|19940126|TRUCK
1830|7|22|170|2|19920320|4-NOT SPECI|0|48|5136816|20718621|3|4982711|64210|4|19920531|AIR
3876|2|19|140|1|19970323|1-URGENT|0|37|3848518|11525667|0|3848518|62408|3|19970608|AIR
5638|2|25|168|2|19980723|2-HIGH|0|12|1281792|19096515|2|1256156|64089|5|19981005|TRUCK
2147|5|22|37|1|19930313|5-LOW|0|23|2155169|11283702|3|2090513|56221|2|19930529|MAIL
4513|6|28|166|2|19920317|1-URGENT|0|25|2665400|16902881|5|2532130|63969|6|19920615|FOB
676|1|28|51|2|19930227|5-LOW|0|9|855945|15308193|9|778909|57063|2|19930419|REG AIR
2598|1|11|7|2|19961128|5-LOW|0|12|1088400|5076345|0|1088400|54420|1|19970105|TRUCK
2435|6|17|46|2|19930421|4-NOT SPECI|0|17|1608268|11474159|2|1576102|56762|2|19930703|TRUCK
4064|6|7|184|2|19970127|4-NOT SPECI|0|46|4987228|13810977|3|4837611|65050|0|19970424|REG AIR
2787|3|8|22|2|19980314|2-HIGH|0|44|4056888|19103140|0|4056888|55321|6|19980603|RAIL
4612|3|13|137|2|19960422|1-URGENT|0|40|4148520|9826901|8|3816638|62227|1|19960625|RAIL
3776|2|22|159|2|19930526|1-URGENT|0|14|1482810|20932580|6|1393841|63549|8|19930818|RAIL
4869|2|10|58|2|19950612|1-URGENT|0|24|2299320|17745715|9|2092381|57483|6|19950724|MAIL
2212|3|23|197|2|19980505|3-MEDIUM|0|14|1536066|7257009|0|1536066|65831|2|19980728|RAIL
1735|2|22|139|1|19931224|2-HIGH|0|49|5091737|16876478|3|4938984|62347|4|19940131|TRUCK
4322|6|16|60|1|19950717|1-URGENT|0|39|3744234|14967192|9|3407252|57603|8|19950924|AIR
2304|3|7|48|1|19950726|2-HIGH|0|3|284412|19523140|0|284412|56882|5|19950920|AIR
3552|3|10|161|2|19950617|5-LOW|0|36|3820176|10365644|4|3667368|63669|8|19950818|TRUCK
3910|5|7|123|1|19961107|2-HIGH|0|24|2455488|9400635|6|2308158|61387|5|19961208|TRUCK
5156|5|16|67|2|19970121|1-URGENT|0|30|2901180|19772486|1|2872168|58023|3|19970311|AIR
4901|1|19|141|2|19920322|4-NOT SPECI|0|37|3852218|7010253|0|3852218|62468|4|19920512|TRUCK
357|1|16|114|1|19941219|3-MEDIUM|0|26|2636686|19537552|6|2478484|60846|3|19950205|FOB
899|3|4|85|2|19980721|4-NOT SPECI|0|4|394032|6133313|9|358569|59104|5|19981010|REG AIR
1826|2|7|68|2|19940418|3-MEDIUM|0|9|871254|8096421|7|810266|58083|7|19940713|TRUCK
1571|5|29|42|2|19921228|2-HIGH|0|10|942040|15140478|3|913778|56522|6|19930308|AIR
4482|6|28|46|1|19961224|1-URGENT|0|48|4540992|23048302|9|4132302|56762|1|19970129|RAIL
2177|1|10|129|1|19960907|2-HIGH|0|45|4631040|17203424|2|4538419|61747|1|19961015|SHIP
4807|5|28|159|2|19960512|3-MEDIUM|0|2|211830|11640437|2|207593|63549|5|19960804|RAIL
133|1|13|104|1|19951021|4-NOT SPECI|0|27|2711070|17306512|0|2711070|60246|2|19960115|MAIL
5762|2|28|102|2|19931003|4-NOT SPECI|0|27|2705670|7761607|2|2651556|60126|8|19931225|REG AIR
2759|3|29|112|2|19950721|2-HIGH|0|11|1113321|8973110|3|1079921|60726|8|19950911|TRUCK
2787|2|8|60|2|19980314|2-HIGH|0|24|2304144|19103140|1|2281102|57603|4|19980513|TRUCK
2211|1|25|48|2|19930115|4-NOT SPECI|0|25|2370100|14003123|4|2275296|56882|1|19930219|RAIL
583|1|26|145|1|19940601|3-MEDIUM|0|1|104514|104001|7|97198|62708|7|19940712|TRUCK
1351|3|4|145|1|19980424|4-NOT SPECI|0|8|836112|11617005|9|760861|62708|3|19980705|REG AIR
229|4|19|177|2|19940929|2-HIGH|0|3|323151|7844515|2|316687|64630|8|19941223|REG AIR
388|2|22|128|1|19980407|5-LOW|0|46|4729352|24030964|7|4398297|61687|1|19980518|FOB
4357|1|4|84|2|19930303|1-URGENT|0|50|4920400|10254528|4|4723584|59044|7|19930413|RAIL
5479|4|19|140|1|19971004|5-LOW|0|18|1872252|15621275|2|1834806|62408|5|19971114|AIR
1891|4|25|46|1|19971030|2-HIGH|0|48|4540992|16491837|7|4223122|56762|0|19980118|AIR
742|6|20|192|2|19960820|3-MEDIUM|0|49|5351731|23414406|2|5244696|65531|7|19961011|RAIL
2788|5|5|80|2|19940819|2-HIGH|0|39|3822312|17050462|4|3669419|58804|1|19940921|SHIP
483|1|22|33|1|19970326|2-HIGH|0|8|746424|3979305|0|746424|55981|8|19970508|RAIL
4227|1|4|158|1|19980303|1-URGENT|0|19|2010485|2828855|1|1990380|63489|8|19980510|REG AIR
2787|6|8|31|2|19980314|2-HIGH|0|48|4468944|19103140|1|4424254|55861|1|19980601|AIR
897|6|22|96|2|19980408|5-LOW|0|10|996090|17298112|8|916402|59765|1|19980520|MAIL
3905|5|14|64|2|19920819|3-MEDIUM|0|35|3374210|15512573|8|3104273|57843|7|19921029|REG AIR
5926|2|29|50|2|19970414|3-MEDIUM|0|27|2565135|10577053|9|2334272|57003|5|19970706|MAIL
66|4|7|42|1|19980418|3-MEDIUM|0|44|4144976|19879037|7|3854827|56522|2|19980708|FOB
929|4|22|102|1|19921207|1-URGENT|0|7|701470|10930102|6|659381|60126|1|19930223|TRUCK
5826|2|26|64|1|19940306|5-LOW|0|18|1735308|2111986|4|1665895|57843|1|19940527|SHIP
2689|2|2|107|1|19920430|5-LOW|0|23|2316330|8688252|2|2270003|60426|2|19920719|FOB
4294|1|23|105|1|19961208|4-NOT SPECI|0|19|1909690|6685884|3|1852399|60306|4|19970308|AIR
98|5|29|185|2|19980228|4-NOT SPECI|0|33|3581094|8457002|9|3258795|65110|3|19980406|MAIL
1410|2|11|179|1|19930313|4-NOT SPECI|0|18|1942506|11487919|3|1884230|64750|0|19930417|RAIL
4417|1|22|75|1|19960612|4-NOT SPECI|0|28|2730196|6086839|8|2511780|58504|2|19960907|REG AIR
3270|7|29|117|1|19941019|3-MEDIUM|0|9|915399|16666986|6|860475|61026|8|19950102|SHIP
2375|1|29|168|1|19970729|4-NOT SPECI|0|3|320448|1201382|2|314039|64089|8|19970902|RAIL
4710|2|28|128|1|19951120|2-HIGH|0|47|4832164|8896668|4|4638877|61687|1|19951225|RAIL
1731|1|29|184|1|19960512|2-HIGH|0|36|3903048|22008711|10|3512743|65050|0|19960808|MAIL
4259|5|25|191|2|19921003|1-URGENT|0|28|3055332|10992644|10|2749798|65471|5|19921114|RAIL
5152|1|2|105|2|19970413|3-MEDIUM|0|9|904590|6056834|4|868406|60306|3|19970521|AIR
997|2|13|48|1|19930905|5-LOW|0|17|1611668|11559597|3|1563317|56882|0|19931112|SHIP
1345|5|10|125|2|19970620|5-LOW|0|2|205024|18838494|0|205024|61507|7|19970830|MAIL
1830|1|22|120|1|19920320|4-NOT SPECI|0|38|3876456|20718621|0|3876456|61207|7|19920616|TRUCK
4192|1|22|11|2|19941016|3-MEDIUM|0|36|3279636|4917529|6|3082857|54660|8|19941122|TRUCK
3234|3|29|75|2|19961106|4-NOT SPECI|0|16|1560112|8271538|6|1466505|58504|5|19961231|RAIL
1668|2|5|1|2|19970524|2-HIGH|0|25|2252500|6953041|1|2229975|54060|6|19970810|TRUCK
2727|1|4|151|2|19931130|2-HIGH|0|3|315345|21971582|3|305884|63069|1|19940117|RAIL
5222|1|14|151|2|19950415|2-HIGH|0|1|105115|3596585|0|105115|63069|0|19950604|FOB
5572|2|7|172|2|19920310|4-NOT SPECI|0|27|2894859|14573654|3|2808013|64330|4|19920504|SHIP
3361|2|11|171|2|19950923|2-HIGH|0|33|3534861|9551395|1|3499512|64270|2|19951115|MAIL
1958|2|11|176|1|19980401|1-URGENT|0|29|3120893|4053093|5|2964848|64570|6|19980614|SHIP
1607|2|4|119|1|19951014|2-HIGH|0|37|3770707|3867491|5|3582171|61146|2|19951217|AIR
1089|1|17|151|2|19960827|1-URGENT|0|47|4940405|4974987|5|4693384|63069|6|19961018|TRUCK
5153|4|16|173|2|19940612|2-HIGH|0|32|3434144|11185556|10|3090729|64390|8|19940712|MAIL
5378|1|29|155|1|19971012|1-URGENT|0|39|4115085|15980172|7|3827029|63309|4|19971209|AIR
4647|1|17|93|2|19960813|4-NOT SPECI|0|16|1588944|8042306|9|1445939|59585|7|19961014|RAIL
867|1|28|139|1|19970112|2-HIGH|0|7|727391|1582351|4|698295|62347|7|19970220|TRUCK
5696|2|19|59|2|19940521|3-MEDIUM|0|46|4411630|19285201|1|4367513|57543|0|19940725|AIR
5604|7|29|166|1|19961112|5-LOW|0|32|3411712|24387138|3|3309360|63969|7|19970128|RAIL
2855|3|20|115|1|19920510|5-LOW|0|22|2233242|13069776|1|2210909|60906|1|19920709|RAIL
97|2|19|50|1|19940313|4-NOT SPECI|0|37|3515185|8271498|2|3444881|57003|6|19940512|SHIP
4100|1|5|74|1|19960317|1-URGENT|0|4|389628|11848499|3|377939|58444|3|19960504|FOB
3426|2|2|14|2|19960407|5-LOW|0|19|1736619|5458911|10|1562957|54840|8|19960705|RAIL
1920|1|13|96|1|19960713|3-MEDIUM|0|24|2390616|2409740|4|2294991|59765|5|19960911|AIR
1504|1|29|82|1|19920921|3-MEDIUM|0|42|4124736|13562778|2|4042241|58924|3|19921107|FOB
224|6|26|51|2|19930310|2-HIGH|0|4|380420|20025879|2|372811|57063|0|19930516|FOB
1793|1|19|48|1|19940319|2-HIGH|0|29|2749316|8250456|1|2721822|56882|6|19940528|MAIL
3684|1|8|126|1|19980707|2-HIGH|0|48|4925376|8950991|4|4728360|61567|6|19980820|REG AIR
675|1|25|157|2|19931124|3-MEDIUM|0|1|105715|12518872|4|101486|63429|8|19940124|REG AIR
4064|2|7|40|1|19970127|4-NOT SPECI|0|15|1410060|13810977|2|1381858|56402|2|19970323|MAIL
2309|6|16|195|2|19950502|2-HIGH|0|21|2299899|9618098|9|2092908|65711|0|19950705|AIR
2150|3|22|107|2|19921110|1-URGENT|0|29|2920590|11885199|4|2803766|60426|8|19930107|RAIL
3872|1|25|181|2|19930609|3-MEDIUM|0|28|3027304|6346069|10|2724573|64870|4|19930813|REG AIR
4640|1|29|88|2|19950227|1-URGENT|0|5|494040|8113817|3|479218|59284|8|19950412|RAIL
1377|1|13|154|2|19980525|5-LOW|0|5|527075|3328286|6|495450|63249|5|19980808|FOB
1986|2|22|105|1|19951006|4-NOT SPECI|0|10|1005100|10648064|10|904590|60306|3|19951122|REG AIR
897|2|22|184|2|19980408|5-LOW|0|26|2818868|17298112|5|2677924|65050|8|19980629|MAIL
2887|2|10|112|1|19970712|3-MEDIUM|0|17|1720587|10163896|0|1720587|60726|8|19970820|SHIP
291|2|7|138|1|19921002|2-HIGH|0|19|1972447|6681705|8|1814651|62287|2|19921114|REG AIR
2565|3|14|115|2|19980227|2-HIGH|0|34|3451374|20546406|6|3244291|60906|6|19980411|SHIP
2178|5|16|73|2|19960914|4-NOT SPECI|0|24|2335368|11785473|1|2312014|58384|2|19961211|SHIP
5440|1|10|115|2|19980113|4-NOT SPECI|0|3|304533|9507784|2|298442|60906|8|19980301|SHIP
3809|3|16|105|1|19980416|3-MEDIUM|0|46|4623460|19212954|10|4161114|60306|6|19980517|TRUCK
2022|1|4|169|1|19931115|1-URGENT|0|38|4062808|13849580|0|4062808|64149|8|19931221|REG AIR
4133|4|8|96|2|19970310|3-MEDIUM|0|41|4083969|14423743|3|3961449|59765|3|19970519|FOB
1379|1|26|73|1|19980525|3-MEDIUM|0|13|1264991|6339481|4|1214391|58384|1|19980713|AIR
1830|4|22|40|1|19920320|4-NOT SPECI|0|23|2162092|20718621|7|2010745|56402|0|19920613|AIR
3268|3|8|47|1|19970528|1-URGENT|0|49|4640496|17482734|4|4454876|56822|1|19970719|TRUCK
2214|2|13|194|1|19920306|4-NOT SPECI|0|50|5470950|22581337|0|5470950|65651|2|19920417|MAIL
4996|2|7|156|1|19920111|4-NOT SPECI|0|39|4118985|17624506|2|4036605|63369|7|19920215|FOB
2082|4|16|145|1|19930317|2-HIGH|0|48|5016672|24732181|6|4715671|62708|7|19930608|TRUCK
4486|5|14|129|2|19951025|5-LOW|0|28|2881536|16235958|9|2622197|61747|2|19960120|AIR
480|5|26|70|1|19960326|1-URGENT|0|26|2522182|18785231|2|2471738|58204|4|19960529|MAIL
2050|1|19|73|2|19920413|2-HIGH|0|47|4573429|14223566|5|4344757|58384|3|19920529|TRUCK
1633|4|1|42|2|19970213|3-MEDIUM|0|45|4239180|10119454|8|3900045|56522|3|19970501|RAIL
1025|4|26|32|1|19920603|3-MEDIUM|0|44|4100932|19940395|9|3731848|55921|2|19920703|SHIP
4097|3|4|174|2|19920821|1-URGENT|0|42|4511514|22488207|6|4240823|64450|6|19921027|FOB
3749|3|2|199|2|19940427|4-NOT SPECI|0|31|3407489|8707389|0|3407489|65951|5|19940721|REG AIR
769|3|10|3|2|19950617|1-URGENT|0|33|2979900|16356410|0|2979900|54180|2|19950905|RAIL
1604|2|11|141|2|19970417|4-NOT SPECI|0|37|3852218|10713929|6|3621084|62468|6|19970622|SHIP
4741|1|20|73|2|19930331|5-LOW|0|24|2335368|10254275|0|2335368|58384|1|19930613|RAIL
962|2|16|36|1|19950520|3-MEDIUM|0|27|2527281|8028677|9|2299825|56161|2|19950724|SHIP
4483|1|11|6|1|19941113|3-MEDIUM|0|32|2899200|19914027|7|2696256|54360|7|19950131|MAIL
3008|4|2|60|1|19960126|2-HIGH|0|48|4608288|19877307|7|4285707|57603|6|19960326|SHIP
582|1|7|57|2|19960228|3-MEDIUM|0|7|669935|5182990|7|623039|57423|0|19960407|FOB
1344|5|16|188|2|19920618|2-HIGH|0|38|4135084|16350404|8|3804277|65290|5|19920902|TRUCK
3847|1|11|189|1|19980330|4-NOT SPECI|0|7|762426|7750864|8|701431|65350|0|19980624|MAIL
2113|2|22|112|2|19980523|4-NOT SPECI|0|24|2429064|18421630|3|2356192|60726|2|19980723|MAIL
1605|1|29|142|2|19951216|2-HIGH|0|47|4898058|17924184|0|4898058|62528|1|19960203|AIR
3399|6|23|190|2|19960331|4-NOT SPECI|0|29|3161551|11160474|10|2845395|65411|6|19960506|MAIL
3843|6|19|8|2|19920426|1-URGENT|0|15|1362000|11702258|8|1253040|54480|1|19920602|TRUCK
2374|2|8|160|2|19980725|5-LOW|0|24|2544384|9449688|7|2366277|63609|8|19981008|TRUCK
5028|1|22|14|2|19980525|4-NOT SPECI|0|15|1371015|3075569|7|1275043|54840|7|19980823|REG AIR
3232|1|4|14|1|19960405|4-NOT SPECI|0|22|2010822|8182019|10|1809739|54840|1|19960605|RAIL
4867|5|13|55|2|19940926|5-LOW|0|12|1146060|12245775|3|1111678|57303|3|19941118|REG AIR
3943|6|11|152|1|19970514|2-HIGH|0|20|2104300|8252600|4|2020128|63129|5|19970627|AIR
903|2|17|9|1|19921002|2-HIGH|0|35|3181500|9527519|6|2990610|54540|5|19921116|TRUCK
3782|1|16|27|2|19940424|1-URGENT|0|29|2688358|15404022|1|2661474|55621|7|19940603|REG AIR
3584|7|25|66|2|19931205|2-HIGH|0|40|3864240|14596114|1|3825597|57963|7|19940226|MAIL
1829|3|16|104|2|19931202|1-URGENT|0|49|4920090|8623915|9|4477281|60246|8|19940225|TRUCK
5408|4|5|54|1|19980728|4-NOT SPECI|0|48|4579440|11448320|4|4396262|57243|5|19980903|TRUCK
5568|1|23|166|1|19960812|2-HIGH|0|50|5330800|10542109|5|5064260|63969|5|19961109|TRUCK
67|4|17|88|1|19940604|4-NOT SPECI|0|44|4347552|11622705|8|3999747|59284|6|19940715|RAIL
2276|2|29|135|2|19980425|3-MEDIUM|0|13|1345669|4704214|8|1238015|62107|4|19980614|RAIL
5475|6|22|140|1|19971230|5-LOW|0|40|4160560|11035182|7|3869320|62408|5|19980329|AIR
3269|4|7|83|2|19920101|1-URGENT|0|37|3637396|16120444|7|3382778|58984|5|19920227|MAIL
4992|4|10|70|2|19960629|4-NOT SPECI|0|25|2425175|20763893|4|2328168|58204|6|19960830|SHIP
4134|2|11|96|2|19960820|5-LOW|0|34|3386706|8295890|1|3352838|59765|3|19961103|SHIP
612|6|28|189|2|19921201|2-HIGH|0|33|3594294|14569542|10|3234864|65350|3|19930111|MAIL
4261|2|1|82|2|19980316|1-URGENT|0|4|392832|14024598|2|384975|58924|7|19980531|FOB
5315|2|8|179|1|19940909|5-LOW|0|39|4208763|20525869|0|4208763|64750|6|19941109|SHIP
3843|3|19|132|1|19920426|1-URGENT|0|31|3199603|11702258|1|3167606|61927|4|19920706|AIR
5894|3|25|40|2|19941120|2-HIGH|0|11|1034044|12423954|9|940980|56402|1|19941226|TRUCK
358|3|23|169|2|19920303|5-LOW|0|40|4276640|14932155|9|3891742|64149|1|19920417|MAIL
3361|5|11|170|2|19950923|2-HIGH|0|12|1284204|9551395|9|1168625|64210|6|19951123|SHIP
4866|4|16|166|2|19970302|5-LOW|0|30|3198480|8452669|1|3166495|63969|4|19970501|MAIL
5732|1|19|139|2|19971012|3-MEDIUM|0|26|2701738|6603322|2|2647703|62347|7|19980103|TRUCK
3172|6|26|51|1|19951115|5-LOW|0|6|570630|12695300|2|559217|57063|0|19960129|SHIP
4485|2|10|141|2|19930223|3-MEDIUM|0|46|4789244|14168972|4|4597674|62468|6|19930326|AIR
5317|1|20|82|2|19960121|1-URGENT|0|29|2848032|4879699|2|2791071|58924|6|19960409|FOB
3234|2|29|84|2|19961106|4-NOT SPECI|0|23|2263384|8271538|3|2195482|59044|0|19961216|AIR
64|2|26|177|2|19940120|5-LOW|0|31|3339227|5262986|8|3072088|64630|6|19940409|MAIL
929|1|22|129|2|19921207|1-URGENT|0|45|4631040|10930102|9|4214246|61747|1|19930210|REG AIR
2848|1|20|65|1|19961002|2-HIGH|0|44|4246264|9737505|1|4203801|57903|5|19961201|MAIL
3011|3|29|162|1|19970205|5-LOW|0|48|5098368|19447440|4|4894433|63729|7|19970428|REG AIR
258|3|22|162|1|19961210|3-MEDIUM|0|45|4779720|15099263|7|4445139|63729|7|19970125|TRUCK
772|6|16|66|1|19951204|1-URGENT|0|46|4443876|17204268|7|4132804|57963|6|19960218|REG AIR
3559|3|28|115|1|19941123|2-HIGH|0|50|5075550|23047769|9|4618750|60906|1|19950107|MAIL
5060|2|13|32|1|19921008|3-MEDIUM|0|28|2609684|11904156|4|2505296|55921|4|19921112|REG AIR
1891|2|25|184|1|19971030|2-HIGH|0|18|1951524|16491837|6|1834432|65050|0|19971214|RAIL
3233|3|10|100|2|19951115|5-LOW|0|2|200020|5412192|4|192019|60006|6|19960124|AIR
2021|3|25|191|1|19920506|5-LOW|0|31|3382689|18815465|8|3112073|65471|3|19920630|SHIP
2852|1|28|177|2|19940627|1-URGENT|0|6|646302|11006495|1|639838|64630|1|19940920|RAIL
869|3|4|58|1|19951115|5-LOW|0|42|4023810|21446198|0|4023810|57483|8|19960212|SHIP
1443|6|23|24|2|19950110|3-MEDIUM|0|46|4250492|19464008|7|3952957|55441|2|19950209|MAIL
3367|4|20|171|1|19950704|2-HIGH|0|37|3963329|18580136|9|3606629|64270|6|19950921|TRUCK
1793|4|19|118|2|19940319|2-HIGH|0|4|407244|8250456|0|407244|61086|8|19940529|AIR
1156|1|29|87|2|19960630|2-HIGH|0|15|1480620|3533383|7|1376976|59224|6|19960914|AIR
2145|2|20|154|2|19920906|4-NOT SPECI|0|6|632490|4684506|5|600865|63249|1|19921102|AIR
4288|2|10|105|1|19950115|3-MEDIUM|0|39|3919890|6800065|5|3723895|60306|2|19950320|AIR
2629|2|8|124|2|19930924|5-LOW|0|31|3174772|6546372|8|2920790|61447|3|19931113|AIR
1120|1|25|178|1|19970110|1-URGENT|0|10|1078170|16503832|8|991916|64690|5|19970326|MAIL
1955|1|7|137|1|19980721|2-HIGH|0|32|3318816|3497360|2|3252439|62227|2|19980929|TRUCK
2211|3|25|160|2|19930115|4-NOT SPECI|0|25|2650400|14003123|0|2650400|63609|7|19930304|AIR
5889|1|10|77|1|19921229|3-MEDIUM|0|17|1661019|7869653|9|1511527|58624|2|19930320|AIR
4166|5|29|77|2|19980419|1-URGENT|0|5|488535|10067106|8|449452|58624|1|19980613|REG AIR
1570|2|4|86|2|19960224|2-HIGH|0|7|690256|3558957|5|655743|59164|5|19960511|MAIL
448|1|10|126|1|19950305|4-NOT SPECI|0|4|410448|16674187|0|410448|61567|4|19950504|MAIL
4644|5|17|87|2|19960618|1-URGENT|0|10|987080|8590170|8|908113|59224|8|19960810|REG AIR
1380|2|28|141|2|19930817|5-LOW|0|40|4164560|15657231|2|4081268|62468|2|19930924|RAIL
5191|2|7|168|1|19951013|2-HIGH|0|40|4272640|11991004|2|4187187|64089|1|19951224|AIR
5189|3|16|110|2|19941211|4-NOT SPECI|0|4|404044|13065782|9|367680|60606|2|19950310|REG AIR
2597|1|29|84|2|19961107|2-HIGH|0|24|2361792|8061621|7|2196466|59044|0|19961207|FOB
423|4|20|140|1|19950720|2-HIGH|0|17|1768238|10971819|3|1715190|62408|5|19950914|SHIP
1984|1|29|53|2|19940505|2-HIGH|0|45|4288725|11739575|3|4160063|57183|4|19940715|AIR
1511|4|22|172|2|19920215|4-NOT SPECI|0|2|214434|9943588|1|212289|64330|2|19920331|TRUCK
673|3|4|59|2|19970731|2-HIGH|0|6|575430|11290162|5|546658|57543|8|19970925|RAIL
2246|3|28|18|2|19930413|2-HIGH|0|11|1009811|10061504|10|908829|55080|0|19930610|TRUCK
1569|3|22|49|1|19921205|2-HIGH|0|43|4080872|17542802|10|3672784|56942|3|19930202|FOB
3776|6|22|13|1|19930526|1-URGENT|0|27|2465127|20932580|7|2292568|54780|4|19930628|RAIL
3072|1|14|57|2|19921101|5-LOW|0|6|574230|3991296|9|522549|57423|5|19921224|REG AIR
2565|2|14|189|1|19980227|2-HIGH|0|26|2831868|20546406|5|2690274|65350|8|19980408|TRUCK
2529|6|10|30|1|19960506|4-NOT SPECI|0|44|4092132|14696831|0|4092132|55801|0|19960801|SHIP
3494|3|25|198|2|19970804|1-URGENT|0|40|4392760|16073695|2|4304904|65891|8|19971101|MAIL
324|6|16|29|1|19950604|2-HIGH|0|2|185804|13010729|10|167223|55741|0|19950811|FOB
4000|3|22|158|2|19970408|5-LOW|0|26|2751190|13943308|6|2586118|63489|3|19970629|MAIL
3969|1|22|52|2|19960628|5-LOW|0|39|3712995|6498414|4|3564475|57123|4|19960728|MAIL
5825|5|7|14|2|19980723|3-MEDIUM|0|22|2010822|12830171|0|2010822|54840|3|19980824|FOB
5191|1|7|115|1|19951013|2-HIGH|0|41|4161951|11991004|0|4161951|60906|8|19951230|AIR
1316|2|26|79|1|19980627|3-MEDIUM|0|15|1468605|9578999|2|1439232|58744|1|19980924|FOB
2534|4|28|75|2|19920905|1-URGENT|0|43|4192801|18365400|9|3815448|58504|2|19921119|REG AIR
2881|1|25|180|1|19950123|5-LOW|0|16|1728288|5349312|2|1693722|64810|6|19950312|TRUCK
4391|1|14|161|1|19980709|1-URGENT|0|1|106116|7408563|9|96565|63669|0|19980916|TRUCK
3558|1|4|87|1|19970811|1-URGENT|0|8|789664|9646780|1|781767|59224|3|19971106|AIR
4260|3|19|21|1|19960804|3-MEDIUM|0|35|3223570|17862378|10|2901213|55261|0|19961003|MAIL
609|3|22|178|2|19930127|1-URGENT|0|46|4959582|9068611|1|4909986|64690|7|19930420|TRUCK
3203|1|29|144|1|19920411|5-LOW|0|23|2401522|21317582|1|2377506|62648|7|19920618|SHIP
2147|2|22|101|1|19930313|5-LOW|0|4|400440|11283702|1|396435|60066|4|19930522|AIR
3776|3|22|141|1|19930526|1-URGENT|0|49|5101586|20932580|1|5050570|62468|8|19930822|RAIL
3654|2|26|93|1|19921210|4-NOT SPECI|0|29|2879961|10831179|7|2678363|59585|6|19930126|FOB
3489|1|17|186|1|19980624|1-URGENT|0|19|2063742|6245397|9|1878005|65170|5|19980921|SHIP
1348|2|11|22|2|19930824|1-URGENT|0|41|3780282|4914617|7|3515662|55321|3|19931001|RAIL
2247|4|28|120|1|19961214|5-LOW|0|28|2856336|21432443|8|2627829|61207|6|19970127|SHIP
5188|1|13|118|1|19920426|5-LOW|0|18|1832598|6626886|4|1759294|61086|3|19920713|AIR
2115|6|5|43|1|19970426|2-HIGH|0|4|377216|13839593|6|354583|56582|1|19970529|REG AIR
2565|7|14|185|1|19980227|2-HIGH|0|1|108518|20546406|10|97666|65110|5|19980520|REG AIR
1637|3|1|22|2|19950820|4-NOT SPECI|0|10|922020|5915294|2|903579|55321|5|19950926|AIR
5922|1|7|196|2|19951010|3-MEDIUM|0|9|986571|8132833|7|917511|65771|0|19951216|RAIL
2405|7|11|51|1|19980619|2-HIGH|0|38|3613990|15658307|3|3505570|57063|2|19980905|SHIP
5664|4|4|138|2|19940202|2-HIGH|0|33|3425829|14584020|8|3151762|62287|3|19940330|RAIL
